fecha,currency,quarterly,yearly,ticker
2017-06-30,EUR,"{'totalRevenue': 1754000000.0, 'costOfRevenue': 428000000.0, 'grossProfit': 1326000000.0, 'totalOperatingExpenses': 1202000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 372747000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1630000000.0, 'operatingIncome': 124000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -74000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 50000000.0, 'taxProvision': None, 'incomeTaxExpense': 14000000.0, 'extraordinaryItems': None, 'minorityInterest': 15736000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 20000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 19985000.0, 'ebit': 122000000.0, 'dilutedWeightedAverageShares': 57.1946, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 19985000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0.34942109919467923}",,ANA.MC
2017-09-30,EUR,"{'totalRevenue': 1945000000.0, 'costOfRevenue': 534000000.0, 'grossProfit': 1411000000.0, 'totalOperatingExpenses': 1255000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 377253000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1789000000.0, 'operatingIncome': 235000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -52000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 183000000.0, 'taxProvision': None, 'incomeTaxExpense': 30000000.0, 'extraordinaryItems': None, 'minorityInterest': 1264000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 152000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 152015000.0, 'ebit': 85000000.0, 'dilutedWeightedAverageShares': 57.1836, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 152015000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 2.6583670842689164}",,ANA.MC
2017-12-31,EUR,"{'totalRevenue': 1920974000.0, 'costOfRevenue': 565502000.0, 'grossProfit': 1355472000.0, 'totalOperatingExpenses': 1170994000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 395031000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1736496000.0, 'operatingIncome': 215327000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -190041000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 25286000.0, 'taxProvision': None, 'incomeTaxExpense': 35341000.0, 'extraordinaryItems': None, 'minorityInterest': 1814000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': -11869000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': -11869000.0, 'ebit': 227477000.0, 'dilutedWeightedAverageShares': 57.2138, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': -11869000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': -0.20744995088597507}","{'totalRevenue': 7253974000.0, 'costOfRevenue': 1946502000.0, 'grossProfit': 5307472000.0, 'totalOperatingExpenses': 4696994000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2930698000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 6643496000.0, 'operatingIncome': 720327000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -254193000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 356286000.0, 'taxProvision': 105341000.0, 'incomeTaxExpense': 105341000.0, 'extraordinaryItems': None, 'minorityInterest': 203041000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 220131000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 220131000.0, 'ebit': 580477000.0, 'dilutedWeightedAverageShares': 57.2138, 'netIncomeAfterTaxes': 250945000.0, 'netIncomeBeforeExtraordinaryItems': 250945000.0, 'dilutedNetIncome': 220131000.0, 'dilutedEPSExcludingExtraordinaryItems': 4.386092166575197, 'dilutedNormalizedEPS': 3.847515809122974}",ANA.MC
2018-03-31,EUR,"{'totalRevenue': 1680000000.0, 'costOfRevenue': 434000000.0, 'grossProfit': 1246000000.0, 'totalOperatingExpenses': 1086000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 366000000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1520000000.0, 'operatingIncome': 164000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -61000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 103000000.0, 'taxProvision': None, 'incomeTaxExpense': 28000000.0, 'extraordinaryItems': None, 'minorityInterest': 14000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 61000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 61000000.0, 'ebit': 155000000.0, 'dilutedWeightedAverageShares': 57.0207, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 61000000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 1.0697869370246242}",,ANA.MC
2018-06-30,EUR,"{'totalRevenue': 1845000000.0, 'costOfRevenue': 503000000.0, 'grossProfit': 1342000000.0, 'totalOperatingExpenses': 1205000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 375584000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1708000000.0, 'operatingIncome': 236000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -78000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 158000000.0, 'taxProvision': None, 'incomeTaxExpense': 28000000.0, 'extraordinaryItems': None, 'minorityInterest': 198677000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 125000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 124634000.0, 'ebit': 37000000.0, 'dilutedWeightedAverageShares': 55.31, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 124634000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 2.2533719038148616}",,ANA.MC
2018-09-30,EUR,"{'totalRevenue': 1902000000.0, 'costOfRevenue': 568000000.0, 'grossProfit': 1334000000.0, 'totalOperatingExpenses': 1232000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 376416000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1800000000.0, 'operatingIncome': 108000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -46000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 62000000.0, 'taxProvision': None, 'incomeTaxExpense': 22000000.0, 'extraordinaryItems': None, 'minorityInterest': 192000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 36000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 36366000.0, 'ebit': 98000000.0, 'dilutedWeightedAverageShares': 54.6649, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 36366000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0.66525320635362}",,ANA.MC
2018-12-31,EUR,"{'totalRevenue': 2082530000.0, 'costOfRevenue': 621479000.0, 'grossProfit': 1461051000.0, 'totalOperatingExpenses': 1254373000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 368319000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1875852000.0, 'operatingIncome': 249411000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -63631000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 185780000.0, 'taxProvision': None, 'incomeTaxExpense': 58323000.0, 'extraordinaryItems': None, 'minorityInterest': 205713000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 106030000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 106030000.0, 'ebit': 408920000.0, 'dilutedWeightedAverageShares': 54.3574, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 106030000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 1.9506083808276333}","{'totalRevenue': 7509530000.0, 'costOfRevenue': 2126479000.0, 'grossProfit': 5383051000.0, 'totalOperatingExpenses': 4777373000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2921293000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 6903852000.0, 'operatingIncome': 757411000.0, 'interestIncome': 44248000.0, 'totalOtherIncomeExpenseNet': -96898000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 508780000.0, 'taxProvision': 136323000.0, 'incomeTaxExpense': 136323000.0, 'extraordinaryItems': None, 'minorityInterest': 205713000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 328030000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 328030000.0, 'ebit': 729757000.0, 'dilutedWeightedAverageShares': 54.3574, 'netIncomeAfterTaxes': 372457000.0, 'netIncomeBeforeExtraordinaryItems': 372457000.0, 'dilutedNetIncome': 328030000.0, 'dilutedEPSExcludingExtraordinaryItems': 6.852001751371478, 'dilutedNormalizedEPS': 6.034688929198232}",ANA.MC
2019-03-31,EUR,"{'totalRevenue': 1708000000.0, 'costOfRevenue': 458000000.0, 'grossProfit': 1250000000.0, 'totalOperatingExpenses': 1109000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 373000000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1567000000.0, 'operatingIncome': 142000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -24000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 118000000.0, 'taxProvision': 32000000.0, 'incomeTaxExpense': 32000000.0, 'extraordinaryItems': None, 'minorityInterest': 214000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 73000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 73000000.0, 'ebit': 140000000.0, 'dilutedWeightedAverageShares': 54.4185, 'netIncomeAfterTaxes': 86000000.0, 'netIncomeBeforeExtraordinaryItems': 86000000.0, 'dilutedNetIncome': 73000000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.5803449194667254, 'dilutedNormalizedEPS': 1.3414555711752436}",,ANA.MC
2019-06-30,EUR,"{'totalRevenue': 1862000000.0, 'costOfRevenue': 482000000.0, 'grossProfit': 1380000000.0, 'totalOperatingExpenses': 1173000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 392633000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1655000000.0, 'operatingIncome': 201000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -63000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 138000000.0, 'taxProvision': 43000000.0, 'incomeTaxExpense': 43000000.0, 'extraordinaryItems': None, 'minorityInterest': 219433000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 82000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 82082000.0, 'ebit': 201000000.0, 'dilutedWeightedAverageShares': 54.4546, 'netIncomeAfterTaxes': 95000000.0, 'netIncomeBeforeExtraordinaryItems': 95000000.0, 'dilutedNetIncome': 82082000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.7445725429991223, 'dilutedNormalizedEPS': 1.5073474049942521}",,ANA.MC
2019-09-30,EUR,"{'totalRevenue': 2167000000.0, 'costOfRevenue': 476000000.0, 'grossProfit': 1691000000.0, 'totalOperatingExpenses': 1564000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 429367000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 2040000000.0, 'operatingIncome': 126000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -30000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 96000000.0, 'taxProvision': 28000000.0, 'incomeTaxExpense': 28000000.0, 'extraordinaryItems': None, 'minorityInterest': 220000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 58000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 57918000.0, 'ebit': 126000000.0, 'dilutedWeightedAverageShares': 52.4538, 'netIncomeAfterTaxes': 68000000.0, 'netIncomeBeforeExtraordinaryItems': 68000000.0, 'dilutedNetIncome': 57918000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.2963789086777315, 'dilutedNormalizedEPS': 1.104171671070542}",,ANA.MC
2019-12-31,EUR,"{'totalRevenue': 1453589000.0, 'costOfRevenue': 588770000.0, 'grossProfit': 864819000.0, 'totalOperatingExpenses': 639651000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 403856000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 1228421000.0, 'operatingIncome': 329150000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -136376000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 192774000.0, 'taxProvision': 44272000.0, 'incomeTaxExpense': 44272000.0, 'extraordinaryItems': None, 'minorityInterest': 219490000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 138678000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 138678000.0, 'ebit': 329150000.0, 'dilutedWeightedAverageShares': 54.458, 'netIncomeAfterTaxes': 148502000.0, 'netIncomeBeforeExtraordinaryItems': 148502000.0, 'dilutedNetIncome': 138678000.0, 'dilutedEPSExcludingExtraordinaryItems': 2.726908810459437, 'dilutedNormalizedEPS': 2.5465129090308127}","{'totalRevenue': 7190589000.0, 'costOfRevenue': 2004770000.0, 'grossProfit': 5185819000.0, 'totalOperatingExpenses': 4485651000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2764618000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 6490421000.0, 'operatingIncome': 698879000.0, 'interestIncome': 28075000.0, 'totalOtherIncomeExpenseNet': -154105000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 544774000.0, 'taxProvision': 147272000.0, 'incomeTaxExpense': 147272000.0, 'extraordinaryItems': None, 'minorityInterest': 219490000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 351678000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 351678000.0, 'ebit': 839707000.0, 'dilutedWeightedAverageShares': 54.458, 'netIncomeAfterTaxes': 397502000.0, 'netIncomeBeforeExtraordinaryItems': 397502000.0, 'dilutedNetIncome': 351678000.0, 'dilutedEPSExcludingExtraordinaryItems': 7.299239781115723, 'dilutedNormalizedEPS': 6.457783980315105}",ANA.MC
2020-03-31,EUR,"{'totalRevenue': 1896000000.0, 'costOfRevenue': 540000000.0, 'grossProfit': 1356000000.0, 'totalOperatingExpenses': 1271000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1811000000.0, 'operatingIncome': 2000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 126000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 128000000.0, 'taxProvision': 37000000.0, 'incomeTaxExpense': 37000000.0, 'extraordinaryItems': None, 'minorityInterest': 226000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 78000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 78000000.0, 'ebit': 2000000.0, 'dilutedWeightedAverageShares': 54.5456, 'netIncomeAfterTaxes': 91000000.0, 'netIncomeBeforeExtraordinaryItems': 91000000.0, 'dilutedNetIncome': 78000000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.668328884456308, 'dilutedNormalizedEPS': 1.4299961866768354}",,ANA.MC
2020-06-30,EUR,"{'totalRevenue': 1146217000.0, 'costOfRevenue': 431703000.0, 'grossProfit': 714514000.0, 'totalOperatingExpenses': 697794000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1129497000.0, 'operatingIncome': 78464000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -164857000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': -86393000.0, 'taxProvision': -25587000.0, 'incomeTaxExpense': -25587000.0, 'extraordinaryItems': None, 'minorityInterest': 191380000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': -60806000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': -55768000.0, 'ebit': 78464000.0, 'dilutedWeightedAverageShares': 54.5299, 'netIncomeAfterTaxes': -60806000.0, 'netIncomeBeforeExtraordinaryItems': -60806000.0, 'dilutedNetIncome': -55768000.0, 'dilutedEPSExcludingExtraordinaryItems': -1.1150946544923062, 'dilutedNormalizedEPS': -1.0227049747019525}",,ANA.MC
2020-09-30,EUR,"{'totalRevenue': 2099783000.0, 'costOfRevenue': 452297000.0, 'grossProfit': 1647486000.0, 'totalOperatingExpenses': 1550206000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 2002503000.0, 'operatingIncome': 21536000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': 72857000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 94393000.0, 'taxProvision': 25587000.0, 'incomeTaxExpense': 25587000.0, 'extraordinaryItems': None, 'minorityInterest': 188000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 55768000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 55768000.0, 'ebit': 21536000.0, 'dilutedWeightedAverageShares': 54.5396, 'netIncomeAfterTaxes': 68806000.0, 'netIncomeBeforeExtraordinaryItems': 68806000.0, 'dilutedNetIncome': 55768000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.2615787427850589, 'dilutedNormalizedEPS': 1.0225230841443649}",,ANA.MC
2020-12-31,EUR,"{'totalRevenue': 1330430000.0, 'costOfRevenue': 598565000.0, 'grossProfit': 731865000.0, 'totalOperatingExpenses': 574455000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1173020000.0, 'operatingIncome': 467138000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -95066000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 372072000.0, 'taxProvision': 60391000.0, 'incomeTaxExpense': 60391000.0, 'extraordinaryItems': None, 'minorityInterest': 365174000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 302302000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 302302000.0, 'ebit': 466815000.0, 'dilutedWeightedAverageShares': 54.5602, 'netIncomeAfterTaxes': 311681000.0, 'netIncomeBeforeExtraordinaryItems': 311681000.0, 'dilutedNetIncome': 302302000.0, 'dilutedEPSExcludingExtraordinaryItems': 5.712607358477425, 'dilutedNormalizedEPS': 5.540705495947596}","{'totalRevenue': 6472430000.0, 'costOfRevenue': 2022565000.0, 'grossProfit': 4449865000.0, 'totalOperatingExpenses': 4093455000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 2514789000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 6116020000.0, 'operatingIncome': 616441000.0, 'interestIncome': 30992000.0, 'totalOtherIncomeExpenseNet': -108370000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 508072000.0, 'taxProvision': 97391000.0, 'incomeTaxExpense': 97391000.0, 'extraordinaryItems': None, 'minorityInterest': 365174000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 387052000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 387052000.0, 'ebit': 609659000.0, 'dilutedWeightedAverageShares': 54.5602, 'netIncomeAfterTaxes': 410681000.0, 'netIncomeBeforeExtraordinaryItems': 410681000.0, 'dilutedNetIncome': 387052000.0, 'dilutedEPSExcludingExtraordinaryItems': 7.527116836081979, 'dilutedNormalizedEPS': 7.094035579048464}",ANA.MC
2021-03-31,EUR,"{'totalRevenue': 1852000000.0, 'costOfRevenue': 414000000.0, 'grossProfit': 1438000000.0, 'totalOperatingExpenses': 1247000000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1661000000.0, 'operatingIncome': 213000000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -64000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 149000000.0, 'taxProvision': 41000000.0, 'incomeTaxExpense': 41000000.0, 'extraordinaryItems': None, 'minorityInterest': 394000000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 97000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 97000000.0, 'ebit': 179000000.0, 'dilutedWeightedAverageShares': 54.6047, 'netIncomeAfterTaxes': 108000000.0, 'netIncomeBeforeExtraordinaryItems': 108000000.0, 'dilutedNetIncome': 97000000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.9778517233864483, 'dilutedNormalizedEPS': 1.776403862671162}",,ANA.MC
2021-06-30,EUR,"{'totalRevenue': 1702521000.0, 'costOfRevenue': 367409000.0, 'grossProfit': 1335112000.0, 'totalOperatingExpenses': 1281313000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1648722000.0, 'operatingIncome': 180122000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -101115000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 79007000.0, 'taxProvision': 22413000.0, 'incomeTaxExpense': 22413000.0, 'extraordinaryItems': None, 'minorityInterest': 381085000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 50992000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 50992000.0, 'ebit': 244284000.0, 'dilutedWeightedAverageShares': 54.6469, 'netIncomeAfterTaxes': 56594000.0, 'netIncomeBeforeExtraordinaryItems': 56594000.0, 'dilutedNetIncome': 50992000.0, 'dilutedEPSExcludingExtraordinaryItems': 1.035630566418223, 'dilutedNormalizedEPS': 0.9331178895783658}",,ANA.MC
2021-09-30,EUR,"{'totalRevenue': None, 'costOfRevenue': None, 'grossProfit': None, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 946422500.0, 'operatingIncome': None, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': None, 'taxProvision': None, 'incomeTaxExpense': 53596000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 92028000.0, 'ebit': 211676000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 92028000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ANA.MC
2021-12-31,EUR,"{'totalRevenue': 4549783000.0, 'costOfRevenue': 2312185000.0, 'grossProfit': 2237598000.0, 'totalOperatingExpenses': 1764034000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 4076219000.0, 'operatingIncome': 473564000.0, 'interestIncome': None, 'totalOtherIncomeExpenseNet': -63404000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 410160000.0, 'taxProvision': None, 'incomeTaxExpense': 107192000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 184056000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 92028000.0, 'ebit': 473564000.0, 'dilutedWeightedAverageShares': 54.6377, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 92028000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 1.6843315146867457}","{'totalRevenue': 8104304000.0, 'costOfRevenue': 1870206000.0, 'grossProfit': 6234098000.0, 'totalOperatingExpenses': 5565942000.0, 'researchDevelopment': None, 'sellingGeneralAdministrative': 3523951000.0, 'discontinuedOperations': None, 'otherOperatingExpenses': 7436148000.0, 'operatingIncome': 829495000.0, 'interestIncome': 52299000.0, 'totalOtherIncomeExpenseNet': -254000000.0, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': 574750000.0, 'taxProvision': 170605000.0, 'incomeTaxExpense': 170605000.0, 'extraordinaryItems': None, 'minorityInterest': -72097000.0, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': 332000000.0, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 332048000.0, 'ebit': 796652000.0, 'dilutedWeightedAverageShares': 54.6377, 'netIncomeAfterTaxes': 404145000.0, 'netIncomeBeforeExtraordinaryItems': 404145000.0, 'dilutedNetIncome': 332048000.0, 'dilutedEPSExcludingExtraordinaryItems': 7.396815751761146, 'dilutedNormalizedEPS': 6.077268991923159}",ANA.MC
2022-03-31,EUR,"{'totalRevenue': None, 'costOfRevenue': None, 'grossProfit': None, 'totalOperatingExpenses': None, 'researchDevelopment': None, 'sellingGeneralAdministrative': None, 'discontinuedOperations': None, 'otherOperatingExpenses': 1065500000.0, 'operatingIncome': None, 'interestIncome': None, 'totalOtherIncomeExpenseNet': None, 'nonOperatingIncomeNetOther': None, 'incomeBeforeTax': None, 'taxProvision': None, 'incomeTaxExpense': 69000000.0, 'extraordinaryItems': None, 'minorityInterest': None, 'effectOfAccountingCharges': None, 'nonRecurring': None, 'otherItems': None, 'netIncome': None, 'preferredStockAndOtherAdjustments': None, 'netIncomeApplicableToCommonShares': 100500000.0, 'ebit': 319000000.0, 'dilutedWeightedAverageShares': None, 'netIncomeAfterTaxes': None, 'netIncomeBeforeExtraordinaryItems': None, 'dilutedNetIncome': 100500000.0, 'dilutedEPSExcludingExtraordinaryItems': 0, 'dilutedNormalizedEPS': 0}",,ANA.MC
